report_id,apt_group
Fidelis_DNC-IntrusionMalware(06-20-2016).pdf,
Fidelis_FTA_1020_Fidelis_Inocnation_FINAL(Dec-16-15).pdf,
Fidelis_Turbo-Twist-Two-64-bit-Derusbi-Strains-Converge(May-2-16).pdf,
FireEye-FIN7-SpearPhishing-Targets-SEC-Filings(03-07-2017).pdf,
FireEye-Terminator_RAT.pdf,
FireEye_APT28-Center-of-Storm(01-11-2017).pdf,
FireEye_APT29-Domain-Fronting-With-TOR(03-27-2017).pdf,
FireEye_CVE-2017-8759-Used-Wild-Distribute-FINSPY(09-12-2017).pdf,
FireEye_Cyber-Espionage-Alive-Well-APT32(05-14-2017).pdf,
FireEye_IRONGATE_ICS(06-02-2016).pdf,
FireEye_IndianGovSpearPhish(06-03-2016).pdf,
FireEye_Operation-Beebus(Feb-1-13).pdf,
FireEye_Privileges-Credentials-Phished-Request-of-Counsel(06-06-2017).pdf,
FireEye_Targeted-Attacks-against-Banks-in-the-Middle-East(5-23-16).pdf,
FireEye_The-Mutter-Backdoor-Operation-Beebus-with-New-Targets(Apr-17-13).pdf,
Fireeye_ICS-Attack-Framework-TRITON(12-14-2017).pdf,
Fireeye_SpearPhishing-Targeting-Mongolian-Government(02-22-2017).pdf,
Forcepoint-MMCore-Fileless-Returns-BigBoss-SillyGoose(01-05-2017).pdf,
Forcepoint_Moonsoon(08-06-2016).pdf,
Forkmeiamfamous_SeaDuke.pdf,
Fritz_HOW-CHINA-WILL-USE-CYBER-WARFARE(Oct-01-08).pdf,
From-Bahrain-With-Love-FinFishers-Spy-Kit-Exposed.pdf,
Funky malware format found in Ocean Lotus sample.pdf,
GData_Uroburos_RedPaper_EN_v1.pdf,
Gallmaker New Attack Group Eschews Malware to Live off the Land.pdf,
Gaming-Industry.Asia.pdf,
Gaza Cybergang Group1 operation SneakyPastes.pdf,
Gholee_Protective_Edge_themed_spear_phishing_campaign.pdf,
GlitchPOS_New_Pos_Malwre_for_sale.pdf,
Goblin Panda changes the dropper and reuses the old infrastructure.pdf,
Goblin_Panda_against_Bears.pdf,
Goblin_Panda_targets_Cambodia.pdf,
Gold_Dragon_Olympics_IoC.txt,
GovCERTch_Report_Ruag_Espionage_Case(5-23-16).pdf,
Grabit.pdf,
GravityRAT.pdf,
Group72_Opening_ZxShell.pdf,
Group_72.pdf,
HDRoot(Securelist)_part1.pdf,
HDRoot(Securelist)_part2.pdf,
HPSR SecurityBriefing_Episode16_NorthKorea.pdf,
HTran_and_the_Advanced_Persistent_Threat.pdf,
HiddenWasp Malware Stings Targeted Linux Systems.pdf,
Hikit_Analysis-Final.pdf,
IBM_Full-Shamoon(02-15-2017).pdf,
ICS_Havex_backdoors.pdf,
IEXPL0RE_RAT.pdf,
In the Trails of WINDSHIFT APT.pdf,
"Inception Framework_ Alive and Well, and Hiding Behind Proxies _ Symantec Blogs.pdf",
Inception_APT_Analysis_Bluecoat.pdf,
India_Pak_Tranchulas.pdf,
Indicators_of_Compormise_Hellsing.pdf,
InfrastructureandSamplesofHamas'AndroidMalwareTargetingIsraeliSoldiers-ClearSkyCyberSecurity.pdf,
Inside_EquationDrug_Espionage_Platform.pdf,
Intezer_Evidence-Aurora-Supply-Chain-Attack-CCleaner-Part1(09-20-2017).pdf,
Intezer_Evidence-Aurora-Supply-Chain-Attack-CCleaner-Part2(10-02-2017).pdf,
Iran_Cyber_Final_Full_v2.pdf,
Iranian-Nation-State-APT-Leak-Analysis-and-Overview.pdf,
JPCERT_ChChes-CampC-Cookie-Headers(02-17-2017).pdf,
KL_Epic_Turla_Technical_Appendix_20140806.pdf,Turla (Snake / Venomous Bear)
KL_report_syrian_malware.md,
KL_report_syrian_malware.pdf,
Kaspersky-From-BlackEnergy-to-ExPetr(06-30-2017).pdf,
Kaspersky_BlackEnergy-APT-Attacks-in-Ukraine-employ-spearphishing-with-Word-documents(Jan-28-16).pdf,
Kaspersky_BlackOasis-APT-zero-day(10-16-2017).pdf,
Kaspersky_Breaking-Weakest-Link-IDF(02-16-2017).pdf,
Kaspersky_CVE-2015-2545_overview-of-current-threats(5-25-16).pdf,
Kaspersky_DroppingElephant(07-08-2016).pdf,
Kaspersky_Introducing-WhiteBear(08-30-2017).pdf,
Kaspersky_Lab_crouching_yeti_appendixes_eng_final.pdf,
Kaspersky_Lab_whitepaper_Regin_platform_eng.pdf,
Kaspersky_Lazarus-Under-The-Hood-PDF_final(04-03-2017).pdf,Lazarus Group
Kaspersky_Poseidon-Group(Feb-09-16).pdf,
Kaspersky_Report_Shamoon_StoneDrill_final(03-06-2017).pdf,
Kaspersky_ScarCruft-OpDaybreak(06-17-2016).pdf,
Kaspersky_StrongPity-Waterhole-Targeting-Italian-Belgian-Encryption-Users(10-03-2016).pdf,
Kaspersky_The-ProjectSauron-APT_research_KL(08-08-2016).pdf,
Kaspersky_Wave-your-false-flags(10-05-2016).pdf,
KeyBoy_Vietnam_India.pdf,
Kimsuky.pdf,
Korplug_Afghanistan_Tajikistan.pdf,
LAZARUS GROUP DIRECTED TO ORGANIZATIONS IN RUSSIA_google_translate.pdf,Lazarus Group
Lazarus_Campaign_Targeting_Cryptocurrencies.pdf,Lazarus Group
Lookout_Dark-Caracal_srr_20180118_us_v.1.0.pdf,
Lookout_ViperRAT-IDF(02-16-2017).pdf,
LuckyMouse.pdf,
MDM_India.pdf,
MSUpdaterTrojanWhitepaper.pdf,
MacOS_Backdoor_OceanLotus.pdf,
Malicious Document Targets Pyeongchang Olympics _ McAfee Blogs.pdf,
Malicious document targets Vietnamese officials.pdf,
Malware Used by Rocke Group Evolves to Evade Detection by Cloud Security Products.pdf,
Mandiant_APT1_Report.pdf,APT1 / Comment Crew
McAfee_APT28-Office-Malware-Doc-Citing-NYC-TerrorAttack(11-07-2017).pdf,
McAfee_Labs_Threat_Advisory_Exploit_Operation_Red_Oct.pdf,
Micro-Targeted-Malvertising-WP-10-27-14-1.pdf,
Microsoft_DUBNIUM(06-09-2016).pdf,
Microsoft_PLATINUM-evolve-find-ways-to-maintain-invisibility(06-07-2017).pdf,
Microsoft_RE-DUBNIUM-FlashExploit(06-20-2016).pdf,
Microsoft_Targeted-attacks-in-South-and-Southeast-Asia(Apr-26-16).pdf,
Minerva_Clearsky_CopyKittens(11-23-15).pdf,
MiniDionis_CozyCar_Seaduke.pdf,
MiniDuke_Paper_Final.pdf,
Miniduke_twitter.pdf,
Modified_Binaries_Tor.pdf,
MuddyC3.pdf,
MuddyWater-Operations-in-Lebanon-and-Oman.pdf,
MuddyWater_Middle_East_and_Central_Asia.pdf,
Musical Chairs Playing Tetris.pdf,
NAOUK_Investigation-WannaCry-cyber-attack-and-the-NHS(10-27-2017).pdf,
NCSC_Turla-Neuron-Nautilus-Snake-malware_1(11-22-2017).pdf,Turla (Snake / Venomous Bear)
NS-Unveiling-an-Indian-Cyberattack-Infrastructure_FINAL_Web.pdf,
NYTimes_Attackers_Evolve_Quickly.pdf,
NavRAT.pdf,
NetTraveler_Makeover_10th_Birthday.pdf,
Neuron IOC Pack.rtf,
New Network Vermin from OceanLotus.pdf,
New SLUB Backdoor Uses GitHub Communicates via Slack.pdf,
New_ComboJack_Steal_Cryptocurrency.pdf,
New_killdisk.pdf,
NormanShark-MaudiOperation.pdf,
Norman_HangOver report_Executive Summary_042513.pdf,
North_Korean_Defectors_and_Journalists_Targeted.pdf,
Novetta_Operation-Blockbuster-Report(Feb-24-2016).pdf,
OSX_SabPub.pdf,
OceanLotus-Steganography-Malware-Analysis-White-Paper.pdf,
OceanLotus.pdf,
OceanLotusReport.pdf,
OceanLotus_KerrDown.pdf,
OnionDuke_Tor.pdf,
Op_Clandestine_Fox.pdf,
Operation Black Atlas(TrendMicro)_part2.pdf,
Operation Black Atlas_Indicators_of_Compromise.pdf,
Operation RussianDoll.pdf,
Operation ShadowHammer.pdf,
Operation Tripoli .pdf,
Operation-Potao-Express_final_v2.pdf,
OperationCleaver_The_Notepad_Files.pdf,
OperationDoubleTap.pdf,
Operation_AppleJeus.pdf,
Operation_Black Atlas_Technical_Brief.pdf,
Operation_BlackLion_CN_Version.pdf,
Operation_CloudyOmega_Ichitaro.pdf,
Operation_Comando.pdf,
Operation_DeputyDog.pdf,
Operation_EphemeralHydra.pdf,
Operation_GreedyWonk.pdf,
Operation_Honeybee.pdf,
Operation_Kitty_Phishing.pdf,
Operation_Molerats.pdf,
Operation_Pistacchietto.pdf,
Operation_Poisoned_Handover.pdf,
Operation_Sheep.pdf,
Operation_SnowMan.pdf,
OrcaRAT.pdf,
P2P_PlugX_Analysis.pdf,
PAN_Nitro.pdf,
PEST-CONTROL.pdf,
PWC_ELISE-Security-Through-Obesity(Dec-23-15).pdf,
PWC_KeyBoys-are-back-in-town(11-02-2017).pdf,
PWC_Taiwan-Presidential-Election-A-Case-Study-on-Thematic-Targeting(Mar-17-2016).pdf,
PWC_cloud-hopper-report-final-v4(04-03-2017).pdf,
Palebot_Palestinian_credentials.pdf,
PaloAlgo-DragonOK-Updates-Tools-Targets-Multiple-Regions(01-05-2017).pdf,
PaloAlto_A-Look-Into-Fysbis-Sofacys-Linux-Backdoor(Feb-12-16).pdf,
PaloAlto_Attack-on-French-Diplomat-Linked-to-Operation-Lotus-Blossom(Feb-08-16).pdf,
PaloAlto_BBSRAT-Attacks-Targeting-Russian-Organizations-Linked-to-Roaming-Tiger(Dec-22-15).pdf,
PaloAlto_Dimnie-Hiding-Plain-Sight(03-28-2017).pdf,
PaloAlto_Emissary-Trojan-Changelog-Did-Operation-Lotus-Blossom-Cause-It-to-Evolve(Feb-03-16).pdf,
PaloAlto_Gamaredon-Toolset-Evolution(02-27-2017).pdf,
PaloAlto_Houdinis-Magic-Reappearance(10-25-2016).pdf,
PaloAlto_MagicHound-Campaign-Attacks-SaudiTargets(02-15-2017).pdf,
PaloAlto_New- Wekby-Attacks-Use- DNS-Requests- As- Command-and- Control- Mechanism(5-24-16).pdf,
PaloAlto_OilRig-Deploys-ALMA-DNS-Tunneling-Trojan(11-08-2017).pdf,
PaloAlto_PrinceofPersiaGameOver(06-28-2016).pdf,
PaloAlto_PrinceofPersiaInfyMalware(05-02-2016).pdf,
PaloAlto_Scarlet-Mimic(Jan-24-16).pdf,
PaloAlto_SofacyUSGov(06-14-2016).pdf,
PaloAlto_Sofacys_Komplex_OSXTrojan(09-26-2016).pdf,
PaloAlto_T9000-Advanced-Modular-Backdoor-Uses-Complex-Anti-Analysis-Techniques(Feb-04-16).pdf,
PaloAlto_The-Blockbuster-Sequel(04-07-2017).pdf,
PaloAlto_Threat-Actors-Target-Government-Belarus-Using-CMSTAR-Trojan(09-28-2017).pdf,
PaloAlto_Tracking-Subaat-Phishing-Leads-Threat-Actors-Repository(10-27-2017).pdf,
PaloAlto_TrackingElirksJapanSimilaritiesPreviousAttacks(06-23-2016).pdf,
PaloAlto_ke3chang_tidepool(5-23-2016).pdf,
Panda Banker Zeros.pdf,
Pawn_Storm_Update_2018.Jan.pdf,
Pitty_Tiger_Final_Report.pdf,
Plugx_Smoaler.pdf,
Poking the Bear Three-Year Campaign Targets Russian Critical Infrastructure.pdf,
PoriewSpy.India.pdf,
PowerShell-based Backdoor Found in Turkey Strikingly Similar to MuddyWater Tools.pdf,
Project TajMahal.pdf,
Project_Cobra_Analysis.pdf,
Proofpoint_APT-Targets-Financial-Analysts-CVE-2017-0199(04-27-2017).pdf,
Proofpoint_operation-transparent-tribe-threat-insight-en(Mar-01-16).pdf,
PwC_Exploring_CVE-2015-2545(05-06-2016).pdf,
RAP002_APT1_Technical_backstage.1.0.pdf,APT1 / Comment Crew
RSA-IR-Case-Study(Apr-8-15).pdf,
RSA_Peering-Into-GlassRAT-final(Nov-23-15).pdf,
RSA_Russian-Bank-Offices-Phishing-Wave(08-18-2017).pdf,
RSA_the-carbanak-fin7-syndicate(11-22-2017).pdf,FIN7 / Carbanak
RSA_the-shadows-of-ghosts-carbanak-report(11-30-2017).pdf,FIN7 / Carbanak
RecordedFuture_Chinese-Ministry-State-APT3(05-17-2017).pdf,
RecordedFuture_North-Korea-Is-Not-Crazy(06-15-2017).pdf,
Red_Eyes_Hacking_Group_Report.pdf,
Regin_Hopscotch_Legspin.pdf,
Regis_The_Intercept.pdf,
Reuters_Turla.pdf,Turla (Snake / Venomous Bear)
RiskIQ_htpRAT-Malware-Attacks(10-26-2017).pdf,
Russian-language actor exploits hype over Telegram ban in Central Asia.pdf,
Russian_Government_Cyber_Activity.pdf,
Safe-a-targeted-threat.pdf,
Sandworm_briefing2.pdf,
SatelliteTurla(Securelist).pdf,Turla (Snake / Venomous Bear)
"ScarCruft continues to evolve, introduces Bluetooth harvester _ Securelist.pdf",
Scarab_Russian.pdf,
Secrets_of_the_Comfoo_Masters.pdf,
SectorB06 using Mongolian language in lure document.pdf,
Securelist_RedOctober.pdf,
Secureworks_Iranian-PupyRAT-Middle-Eastern-Organizations(02-15-2017).pdf,
Secureworks_TG-4127Clinton(06-16-2016).pdf,
Skeleton_Key_Analysis.pdf,
Skygofree_appendix_eng.pdf,
Sofacy Attacks Multiple Government Entities.pdf,
StealthFalcon(CitizenLab).pdf,
StealthFalcon(CitizenLab)_Appendix.pdf,
Supply Chain – The Major Target of Cyberespionage Groups.pdf,
Surtr_Malware_Tibetan.pdf,
Symantec_Buckeye_HongKong(09-06-2016).pdf,
Symantec_Dragonfly-Western-energy-sector-targeted(09-06-2017).pdf,
Symantec_Indian-organizations-targeted-in-Suckfly-attacks(5-17-16).pdf,
Symantec_Iran-based-attackers-use-back-door-threats-to-spy-on-Middle-Eastern-targets(Dec-7-2015).pdf,
Symantec_Suckfly-Revealing-the secret-life-of-your-code-signing-certificates(Mar-15-16).pdf,
Syrian_Malware_Team_BlackWorm.pdf,
TA14-353A_wiper.pdf,
TA505 is Expanding its Operations.pdf,
Talos Blog __ Cisco Talos Intelligence Group - Comprehensive Threat Intelligence_ 10 years of virtual dynamite_ A high-level retrospective of ATM malware.pdf,
Targeted-Attacks-against-Tibetan-and-Hong-Kong-Groups-Exploiting-CVE-2014-4114.pdf,
Targeted_Attacks_Lense_NGO.pdf,
Targeting_Syrian_ISIS_Critics.pdf,
Terracotta-VPN-Report-Final-8-3.pdf,
Thamar-Reservoir.pdf,
The Arsenal Behind the Australian Parliament Hack.pdf,
The Chronicles of the Hellsing APT_ the Empire Strikes Back - Securelist.pdf,
The CozyDuke APT - Securelist.pdf,
The Gorgon Group Slithering Between Nation State and Cybercrime.pdf,
The Muddy Waters of APT Attacks.pdf,
The Naikon APT - Securelist.pdf,Naikon (APT30-adjacent / PLA-linked)
The Return of The Charming Kitten.pdf,
The-Desert-Falcons-targeted-attacks.pdf,
The-Slingshot-APT_report_ENG_final.pdf,
TheCitizenLab_Between-Hong-Kong-and-Burma_Tracking-UP007-and-SLServer-Espionage-Campaigns(4-18-16).pdf,
TheCitizenLab_Shifting-Tactics-Tracking-changes-in-years-long-espionage-campaign-against-Tibetans(Mar-10-16).pdf,FIN7 / Carbanak
TheNaikonAPT-MsnMM2.pdf,Naikon (APT30-adjacent / PLA-linked)
The_Madi_Infostealers.pdf,
The_Mirage_Campaign.pdf,
The_Monju_Incident.pdf,
The_Mystery_of_Duqu_2_0_a_sophisticated_cyberespionage_actor_returns.pdf,
The_Siesta_Campaign.pdf,
The_Sin_Digoo_Affair.pdf,APT1 / Comment Crew
The_Uroburos_case.pdf,
The_destruction_of_APT3.pdf,
Threat Actor Group using UAC Bypass Module to run BAT File.pdf,
Threat Group Cards.pdf,
ThreatConnect_Belling_the_BEAR(09-28-2016).pdf,
ThreatConnect_KASPERAGENT-Campaign-resurfaces-May-Election(06-14-2017).pdf,
ThreatConnect_Operation_Arachnophobia_Report.pdf,
Tibet_Lurk.pdf,
Tibetan-Uprising-Day-Malware-Attacks_websitepdf.pdf,
Tracking Tick Through Recent Campaigns Targeting East Asia.pdf,
TrendMicro_BLACKGEAR-Espionage-Campaign(10-27-2016).pdf,
TrendMicro_ChessMasters-New-Strategy-Evolving-Tools-Tactics(11-06-2017).pdf,
TrendMicro_NetherlandsCyberAttack_Appendix(04-21-2016).pdf,
TrendMicro_Operation-C-Major_blog(5-18-16).pdf,
Trojan.APT.BaneChant.pdf,
Trojan.APT.Seinup.pdf,
Tropic Trooper’s New Strategy.pdf,
Tropic_Trooper_microsoft.pdf,
Trustwave_Carbanak _Anunak_Attack_Methodology(11-14-2016).pdf,FIN7 / Carbanak
Turla_2_Penquin.pdf,Turla (Snake / Venomous Bear)
Two Birds One STONE PANDA.pdf,
"URSNIF, EMOTET, DRIDEX and BitPaymer Gangs Linked by a Similar Loader.pdf",
US-13-Yarochkin-In-Depth-Analysis-of-Escalated-APT-Attacks-Slides.pdf,
US-CERT-AR-17-20045_Enhanced_Analysis_of_GRIZZLY_STEPPE_Activity(02-10-2017).pdf,
USCERT_GRIZZLY STEPPE(12-29-2016).pdf,
UnFIN4ished_Business_pwd.pdf,
Uncovering New Activity By APT10.pdf,APT1 / Comment Crew
Unveiling an Indian Cyberattack Infrastructure - appendixes.pdf,
VERMIN_ Quasar RAT and Custom Malware Used In Ukraine.pdf,
VOHO_WP_FINAL_READY-FOR-Publication-09242012_AC.pdf,
VPNFilter.pdf,
VectraNetworks_Moonlight-Targeted-attacks-MiddleEast(10-26-2016).pdf,
Vinself_steganography.pdf,
Volexity_OceanLotus-Mass-Digital-Surveillance-Targeting-ASEAN-Media(11-06-2017).pdf,
Volexity_Powerduke-Widespread-PostElection-Spear-Phish(11-09-2016).pdf,
Waterbug_ Espionage Group Rolls Out Brand-New Toolset in Attacks Against Governments.pdf,
WateringHole_Aerospace_CVE-2015-5122_IsSpace.pdf,
"WhitePaper HBGary Threat Report, Operation Aurora.pdf",
Whitefly_ Espionage Group has Singapore in Its Sights.pdf,
WickedRose_andNCPH.pdf,
WildNeutron_Economic_espionage.pdf,
Winnti_ More than just Windows and Gates.pdf,
Wiper_MSS_Threat_Report.pdf,
Wiper_Malware.pdf,
